Category,Title,Description,Full Text
Jamiyat,"Surxondaryoda tadbirkor hokimlikdan 1,5 mlrd so‘m kompensatsiya undirdi",,"Surxondaryo viloyatida faoliyat yurituvchi ""Jasur ishlab chiqarish kombinati"" (nomi o‘zgartirilgan) MCHJ rahbari Sho‘rchi tuman hokimligidan kompensatsiya undirishda muamolarga duch kelib rosa sarson bo‘lgan.Aniqlanishicha, tadbirkorga tegishli 22 sotix yer uchastkasi va 351,5 kvadrat metrli binolar davlat ehtiyojlari uchun olib qo‘yilgan. Sho‘rchi tuman hokimining qaroriga asosan, tadbirkorning mulki buzilishi va yer uchastkasi hokimlik zaxira yer fondiga kiritilishi belgilangan. Biroq kompensatsiya to‘lovlari o‘z vaqtida amalga oshirilmagan.Tadbirkor sudga murojaat qilib, binolar uchun 383 mln so‘m kompensatsiya undirishga erishgan. Ammo yer uchastkasi uchun kompensatsiya masalasi ochiq qolavergan.Tadbirkorlik subyektlarining huquqlari va qonuniy manfaatlarini himoya qilish bo‘yicha vakil yordamida tadbirkor yana sudga arz qildi. 2024-yilda Denov tumanlararo iqtisodiy sudi tadbirkor foydasiga 1,2 mlrd so‘m miqdorida qo‘shimcha kompensatsiya to‘lanishi haqida qaror chiqardi."
Jamiyat,Тарбияси оғир 5000 нафар вояга етмаган ўсмирлар учун 100 дан ортиқ педагогик-психологик тренинглар ташкил этилди,,"“Зўравонликка қарши 16 кун фаоллик” туркум тадбир доирасида “Фаровон оила” шиори остида 14та ҳудудда маънавий-маърифий тадбирлар ташкил этилиб, тадбирларда жами 3500 ортиқ аҳоли қамраб олинди. АОКАда Ижтимоий ҳимоя миллий агентлиги раҳбарияти иштирокида ўтказилган матбуот анжуманида ""Зўравонликка қарши 16 кун фаоллик"" кампаниясининг натижалари, амалга оширилган ишлар ҳақида маълумот берилди.“Инсон” ижтимоий хизматлари марказлари томонидан вақтинча бошпаналарида фарзандлари билан ётган аёллар, маҳаллаларда нотинч оилалар, тазйиқ ва зўравонликка учраган аёллар фарзандлари,шунингдек таълим муассасалари ёш қизлари учун “БАХТЛИ БОЛАЛИК” шиори остида Арт-терапия усулида 200га яқин психологик тренинглари ташкил этилиб, 8000 дан ортиқ хотин-қизлар фарзандлари қамраб олинди.Тарбияси оғир 5000 нафар вояга етмаган ўсмирлар учун 100 дан ортиқ педагогик-психологик тренинглар ташкил этилди.“Инсон” ижтимоий хизматлари марказлари томонидан Таълим муасасаларида “Қизларни оилавий хаётга тайёрлашда нималарга эътибор бериш лозим?”, “Ибратли оила қандай бўлмоғи керак?” мавзуларида 50 дан ортиқ давра суҳбатлари ўтказилиб, 3750 нафар хотин-қизлар қамраб олинди.Жумладан, Аёлларни реабилитация қилиш ва мослаштириш марказлари вақтинча бошпаналарида 40 нафар аёлларни “Ишга марҳамат” мономарказларга олиб бориш иш ёки тадбиркорлик қилишга йўналтириш соҳасида ишлар амалга оширилган. Шунингдек, 2 та ҳудудда Моно марказларга олиб борган ҳолда семинар тренинглар ташкил этилиб, 52 нафар хотин-қизлар қамраб олинди.“Инсон” ижтимоий хизматлари марказлари психологлари ҳамда юристлари билан биргаликда “Зўравонликсиз оила - фаровон ҳаёт сари” шиори остида ОТМ талабалари ўртасида 100 дан ортиқ очиқ мулоқотлар, давра суҳбатлари, учрашувлар ташкил этилиб, 6000 дан ортиқ талаба билан қамраб олинди.“Зўравонликка қарши 16 кун фаоллик” тарғибот тадбирлари доирасида хабардорликни ошириш мақсадида Ижтимоий ҳимоя миллий агентлиги Рақамли технологиялар вазирлиги билан ҳамкорликда “102” қисқа рақами ва “1146” ишонч телефони бўйича СМС хабарлар юборилди. 1146 ишонч рақамига мурожаатлар сони ноябрь ойида 2 бараварга ошиб (октябрь ойига нисбатан) 4000 тани ташкил этди.Ижтимоий ҳимоя миллий агентлиги томонидан тазйиқ ва зўравонликка учраган хотин-қизларга ва уларнинг вояга етмаган фарзандларига Республикамизда барча ҳудудларда ташкил этилган “Инсон” марказларида ижтимоий, психологик ва ҳуқуқий хизматлар кўрсатилади. Бундан ташқари зўравонликка учраган хотин-қизлар “1146” Ишонч рақамига қўнғироқ қилиб керакли ёрдам ва маслаҳатларни олишлари мумкин."
Jamiyat,AQSh O'zbekiston za'faroni eksporti uchun berilgan ruxsatnomaning muddatini uzaytirdi,,"AQSh Oziq-ovqat mahsulotlari va dori vositalarini nazorat qilish boshqarmasi tomonidan ""BMB HOLDING""ning ""BMB Opera Zafferano"" korxonasiga za'faron mahsulotining AQShga eksport qilish imkoniyatini beradigan FDA ruxsatnomasi taqdim etilgan edi.""BMB HOLDING"" matbuot xizmati ma'lumotiga ko'ra, endilikda ushbu ruxsatnoma muddati uzaytirildi.Shuningdek, za'faron plantatsiyasida mahsulotni ekish, yetishtirish, agrotexnik tadbirlarni o'tkazish, terib olish, qayta ishlash va saqlash, qadoqlash jarayonlari to'liq o'rganib chiqilgandan so'ng ""BMB Shifo"" korxonasi ham mazkur hujjatga loyiq deb topildi. FDA (Food and Drug Administration) – AQShning oziq-ovqat, dori-darmon, tibbiy, kosmetika, biologik mahsulotlarning xavfsizligi va samaradorligini nazorat qiluvchi davlat agentligidir. Ushbu tashkilot mahsulotlarning inson sog'lig'iga zarar yetkazmasligini va belgilangan standartlarga mosligini ta'minlaydi. FDA ruxsatnomasi — mahsulotning AQSh bozorida qonuniy ravishda savdoga chiqarilishi uchun zarur bo'lgan asosiy hujjat hisoblanadi."
Jamiyat,"""Toshkent – Madrid"" yo'nalishi bo'yicha to'g'ridan-to'g'ri havo qatnovlari 2025-yil aprel oyida qayta tiklanadi",,"Ispaniya poytaxtida O'zbekiston Konstitutsiyasi qabul qilinganining 32 yilligiga bag'ishlangan tadbir hamda mamlakatimiz sayyohlik salohiyati taqdimoti o'tkazildi. Tadbirda Ispaniya ishbilarmon doiralari va sayyohlik kompaniyalari vakillari ishtirok etdi.Elchi Farrux Tursunov o'z ma'ruzasida, O'zbekiston Konstitutsiyasining mamlakatimiz shakllanishi va rivojlanishidagi o'rni va ahamiyati, ushbu hujjat asos bo'lgan asosiy tamoyillar, shuningdek, o'tgan yili amalga oshirilgan konstitutsiyaviy islohotning maqsadi haqida batafsil to'xtalib o'tdi.Yig'ilganlarga so'nggi yillarda turizm sohasida amalga oshirilayotgan keng ko'lamli islohotlar, xorijiy sayyohlik kompaniyalari uchun yaratilgan qulay shart-sharoitlar to'g'risida ma'lumot berildi. O'zbekistonning boy tarixi, madaniyati va sayyohlik salohiyatiga alohida e'tibor qaratildi.2025-yil aprel oyidan boshlab ""Toshkent-Madrid"" yo'nalishidagi to'g'ridan-to'g'ri aviaqatnovlar qayta tiklanishi haqidagi xabar mamnunlik bilan qabul qilindi."
Jamiyat,Rossiyada narkotik moddalar sotishda ayblangan o‘zbekistonlik yigit 11 yilga qamaldi,,"Rossiyaning Chelyabinsk viloyatida giyohvandlik vositalarini noqonuniy sotishda ayblangan O‘zbekiston fuqarosiga hukm o‘qildi. Bu haqda viloyati prokuraturasi matbuot xizmati xabar berdi.Ish materiallariga ko‘ra, 2024 yilda 21 yoshli sudlanuvchi noma’lum shaxs bilan til biriktirgan. U Chelyabinskda giyohvand moddalar omborini joylashtirgan. Tez orada huquq-tartibot xodimlari yigitni hibsga olgan.O‘zbekiston fuqarosi Rossiya Jinoyat kodeksining tegishli moddalari bilan aybdor deb topilib, 11 yilga ozodlikdan mahrum qilindi. U jazoni qattiq tartibli koloniyada o‘tashi belgilandi."
Jamiyat,Buxoroda noqonuniy tarzda kriptovalyuta orqali $3 mln ishlagan o‘smir ushlandi,,"Buxoro viloyati Jondor tumanida yashovchi 17 yoshli o‘smir belgilangan tartibda litsenziya olmasdan jami 34 mlrd so‘mga teng bo‘lgan kripto-aktivlarini olish, o‘tkazish va ayirboshlash bilan shug‘ullanib kelayotganligi aniqlandi.Buxoro viloyati IIB tezkor-qidiruv xizmati kiberxavfsizlik xodimlari tomonidan o‘tkazilgan tezkor tadbirda kriptovalyutalarning noqonuniy aylanishi bilan bog‘liq mazkur holat yuzasidan JKning 278-8-moddasi 3-qismi bilan jinoyat ishi qo‘zg‘atilib, dastlabki tergov harakatlari olib borilmoqda."
Jamiyat,O‘zbekistonda mobil aloqadan qancha aholi foydalanadi?,,"Statistika agentligi maʼlumotlariga ko‘ra, 2024-yilning 1-oktyabr holatiga O‘zbekistonda mobil aloqa abonentlari soni 35,5 mln nafarni tashkil etgan.Bu ko‘rsatkich o‘tgan yilning mos davriga nisbatan solishtirilganda 3,6 % ga oshgan.2024-yilning 1-yanvar holatiga O‘zbekistonda aholining mobil aloqa bilan taʼminlanganligi har 100 kishi hisobiga 79 birlikni tashkil etgan."
Jamiyat,Rossiyada mushkul ahvolda qolgan oila O'zbekistonga qaytarildi,,"O'zbekiston Bosh konsulxonasi xodimlari ko'magida Rossiyaning Sverdlovsk viloyatida mushkul ahvolda qolgan bir oilaning besh nafar a'zosi O'zbekistonga qaytarildi. O'zbekistonning Yekaterinburgdagi Bosh konsulxonasidan olingan ma'lumotlarga ko'ra, Farg'ona viloyatida tug'ilgan yurtdoshimiz X.R. farzandlari bilan og'ir moliyaviy ahvolda qolganligi sababli amaliy yordam so'rab murojaat qilgan.Ma'lum bo'lishicha, X.R. joriy yilning sentyabr oyida turmush o'rtog'i va to'rt nafar voyaga yetmagan farzandlari bilan vaqtincha ishlash maqsadida Sverdlovsk viloyatiga kelgan.Oila boquvchisi sifatida uning turmush o'rtog'i Sverdlovsk viloyati Beloyarsk tumanida yakka tartibda qurilish firmalarida yollanma ishchi bo'lib ishlagan. Sverdlovsk viloyati huquq tartibot idoralari tomonidan o'tkazilgan reyd tadbiri davomida oila boquvchisi Rossiyada bo'lish qoidasini buzganligi sababli qo'lga olinadi va unga nisbatan ma'muriy bayonnoma rasmiylashtiriladi.O'rganishlar natijasida R.X.ning turmush o'rtog'i vaqtincha ishlagan qurilish firmasida bir oylik ish haqi to'lanmagani aniqlandi va u ish beruvchidan olib berildi. Shuningdek, hamyurtimizga va uning to'rt nafar voyaga yetmagan farzandlariga ""Yekaterinburg-Toshkent"" aviareysiga chipta sotib olindi.Vatandoshlarimiz 10-dekabr kuni Yekaterinburg shahridagi ""Kolsovo"" xalqaro aeroportidan O'zbekistonga kuzatib qo'yildi."
Jamiyat,"""Bu xalqimiz uchun Yangi yil sovg‘asi bo‘ladi"": “Ko‘prikqurilish” kompaniyasi rahbari Xo‘jakentda temiryo‘l ko‘prigi qurilishi haqida",,"“Ko‘prikqurilish” aksiyadorlik jamiyati raisi Zafar Maxamatov Toshkent viloyatining Bo‘stonliq tumanidagi temiryo‘l qurilishi haqida gapirdi.Uning so‘zlariga ko‘ra, hozirda Toshkent viloyatidagi “Xo‘jakent” vokzalidan “Chinor” bekatiga qadar 1,4 kilometr uzunlikdagi temiryo‘l qurilmoqda. Uning murakkab tomoni — u yerda 400 metrlik temiryo‘l ko‘prigi qurilmoqda. Kompaniya matbuot xizmati xabariga ko‘ra, yo‘l o‘tkazgichning uzunligi 390,3 metr, kengligi esa 5,6 metrni tashkil qiladi.""Uning murakkabligi shundaki, respublikamizdagi ko‘priksozlikda bunday geologik o‘lchovdagi ko‘prikni birinchi marta qurdik. Ko‘priksozlarimiz buning uddasidan chiqqan holda poydevor ishlarini to‘liq tugatib, bugungi kunda to‘sinlarni montaj qilish ishlari davom etmoqda. Bizga prezidentimiz bu ishlarni tez kunlarda tugatib, yil oxiriga qadar temiryo‘lni „Chinor“ to‘xtash punktigacha tugatish vazifasini yukladilar"", — dedi u.Temiryo‘l ko‘prigi qachon ochiladi, degan savolga Zafar Maxamatov yil oxirigacha ishga tushirilishini aytdi. ""Bu xalqimiz uchun Yangi yil sovg‘asi bo‘ladi"", — dedi u."
Jamiyat,10 oyda O'zbekiston 20 mingdan ziyod elektromobil import qildi,,"Statistika agentligining dastlabki maʼlumotlariga ko‘ra, O‘zbekiston 2024-yilning yanvar-oktyabr oylarida xorijdan qiymati 202,7 mln AQSH dollariga 20 190 ta elektromobil import qilgan.Elektromobillar importi o‘tgan yilning mos davri bilan solishtirilganda 6 730 taga oshgan.10 oyda O‘zbekiston eng ko‘p elektromobil import qilgan davlatlar:— Xitoy – 20 082 ta;— Qozog‘iston – 51 ta;— Gonkong – 17 ta;— Germaniya – 14 ta;— BAA – 10 ta;— AQSH – 10 ta. "
Jamiyat,Alkogol va tamaki bozori tartibga solinadi,,"Oliy Majlis Qonunchilik palatasining majlisida O‘zbekiston Respublikasi Bosh prokurori tomonidan kiritilgan “Alkogol va tamaki bozorini tartibga solish tizimi takomillashtirilishi munosabati bilan O‘zbekiston Respublikasining ayrim qonun hujjatlariga o‘zgartirish va qo‘shimchalar kiritish to‘g‘risida”gi qonun loyihasi birinchi o‘qishda ko‘rib chiqildi. Mazkur qonun loyihasi bilan, “Davlat boji to‘g‘risida”gi, “Litsenziyalash, ruxsat berish va xabardor qilish tartib-taomillari to‘g‘risida”gi hamda “Alkogol va tamaki mahsulotlarining tarqatilishini hamda iste’mol qilinishini cheklash to‘g‘risida”gi O‘zbekiston Respublikasi qonunlariga tegishli o‘zgartirish va qo‘shimchalar kiritish taklif etilmoqda.Xususan, Iqtisodiy jinoyatlarga qarshi kurashish departamenti qoshidagi Alkogol va tamaki bozorini tartibga solish inspeksiyasi etil spirti, alkogol va tamaki mahsulotlarini ishlab chiqarish hamda alkogol ulgurji savdosini litsenziyalovchi, pivo ichimliklarini ishlab chiqarish, pivo va tamaki ulgurji savdo qilish faoliyatida xabardor qilish tartib-taomillariga rioya etilishini nazorat qilish sohasidagi vakolatli organ sifatida belgilanmoqda.Shuningdek, iste’mol va texnik etil spirti, alkogol mahsulotlarini ishlab chiqarish, alkogol mahsulotlarining ulgurji savdosi faoliyatiga berilgan litsenziya uchun yillik davlat bojini to‘lashning aniq muddatini belgilash ko‘zda tutilmoqda.“Alkogol va tamaki mahsulotlarining tarqatilishini hamda iste’mol qilinishini cheklash to‘g‘risida”gi qonun esa tamaki mahsulotlari ulgurji va chakana savdosi tegishli vakolatli davlat organlarini xabar qilgan holda amalga oshirilishi haqidagi norma bilan to‘ldirilmoqda.Majlisda deputatlar tomonidan mazkur qonun loyihasining qabul qilinishi alkogol va tamaki mahsulotlarini ishlab chiqarish hamda realizatsiya qilish sohasidagi nazorat tizimini takomillashtirishga hamda qonun normalarini aniq va bir xilda qo‘llanilishiga xizmat qilishi qayd etildi.Muhokamalardan so‘ng, qonun loyihasi qabul qilindi va Senatga yuborildi."
Jamiyat,"O‘tgan 11 oyda birja savdolari orqali 185,6 ming tonna ko‘mir sotildi",,"Yanvar-noyabr oylari davomida isteʼmolchilarga 5,3 mln tonna (95,6 %) ko‘mir yuklab yuborildi. Mahsulotning  3,4 mln tonnasi (115,1 %)  issiqlik elektr stansiyalariga, 624,8 ming tonnasi (96,1 %) byudjet tashkilotlariga, 1 mln 62,4  ming tonnasi aholi isteʼmolchilari ehtiyojlari uchun yo‘naltirildi. Bu haqda AOKAda o‘tkazilgan brifingda “O‘zbekko‘mir” AJ axborot xizmati rahbari Neʼmat Dushayev maʼlum qildi.O‘tgan 11 oyda birja savdolari orqali 185,6 ming tonna ko‘mir sotildi.Aholi va byudjet tashkilotlariga mo‘ljallangan ko‘mir mahsuloti “Ko‘mir taʼminot” MCHJning respublikadagi jami 90 ta hududiy ombori va 13 ta shoxobchasi orqali tarqatilmoqda.Energiya resurslariga ortib borayotgan talabni ichki ehtiyojlar hisobiga qondirish maqsadida respublikamizda ko‘mir qazib olish hajmini 2024 yilda 8 mln tonnaga, 2025 yilda esa 10 mln tonnaga yetkazish rejalashtirilgan.  Bugungi kunda 103 ta ana shunday hududiy ko‘mir ombori va shohobchasi ishlab turibdi. Ushbu omborlarda “O‘zbekko‘mir” AJ tomondan ortib yuborilgan ko‘mir mahsuloti qabul qilib olinadi, saqlanadi va yangi joriy etilgan elektron platforma orqali onlayn ro‘yxat asosida aholi va byudjet tashkilotlariga sotiladi."
Jamiyat,Ommaviy tartibsizliklar tashkil qilishga tayyorgarlik ko‘rganlik uchun jinoiy javobgarlik belgilanmoqda,,"Oliy Majlis Qonunchilik palatasining majlisida “O‘zbekiston Respublikasi Jinoyat kodeksining 244-moddasiga qo‘shimcha va o‘zgartirishlar kiritish to‘g‘risida”gi qonun loyihasi birinchi o‘qishda ko‘rib chiqildi. Ta’kidlanganidek, bugungi kunda ommaviy tartibsizliklar mamlakatdagi tinchlikka putur yetkazuvchi, jamiyat osoyishtaligiga rahna soluvchi omil bo‘lib bormoqda. Shu sababli, ommaviy tartibsizliklar uyushtirish uchun maxsus tayyorgarlikdan o‘tgan shaxslar jalb qilinib, bunday harakatlar keng moliyalashtirilmoqda.Amaldagi qonunchilikda ommaviy tartibsizliklar tashkil qilganlik, ularda faol qatnashganlik va fuqarolarga nisbatan zo‘ravonlik qilishga omma oldida da’vat qilganlik uchun jinoiy javobgarlik belgilangan bo‘lsa-da, biroq ommaviy tartibsizliklar sodir etish maqsadida o‘quvdan o‘tganlik, ommaviy tartibsizliklarni tashkil qilish bilan bog‘liq faoliyatni moliyalashtirganlik uchun to‘g‘ridan to‘g‘ri javobgarlik mavjud emas.Mazkur qonun loyihasi bilan Jinoyat kodeksining 244-moddasida ommaviy tartibsizliklar sodir etish maqsadida o‘quvdan o‘tganlik hamda ommaviy tartibsizliklarni moliyalashtirganlik uchun jinoiy javobgarlik belgilash taklif qilinmoqda.Qonun loyihasi deputatlar birinchi o‘qishda qabul qilindi."
Jamiyat,AQSh ilk bor o‘rta masofali raketani muvaffaqiyatli tutib oldi,,"AQSh ilk bor havo bazasidagi o‘rta masofali ballistik raketani tutib olishga muvaffaq bo‘ldi, deya xabar bermoqda Deutsche Welle.Sinov paytida yangi AN/TPY-6 radari va vertikal uchirish tizimi bilan integratsiya qilingan Aegis Guam tizimi RTX Corp tomonidan ishlab chiqarilgan Standard Missile-3 Block IIA raketasini uchirdi. Pentagonga ko‘ra, ushbu raketa Andersen aviabazasi qirg‘oqlari yaqinida havodan uchirilgan o‘rta masofali ballistik raketani muvaffaqiyatli ushlab olgan.AQSh Guam orolining havo mudofaasini kuchaytirmoqdaAQSh Raketalarga qarshi mudofaa agentligi direktori Hit Kollins sinovlarni “ulkan guruh yutug‘i” deb atadi va ularning Guam uchun birgalikdagi kuzatuv arxitekturasi hamda havo hujumidan mudofaa va raketaga qarshi mudofaa integratsiyasining samaradorligini tekshirishdagi ahamiyatini qayd etdi.Bayonotda ta’kidlanganidek, muvaffaqiyatli sinovlar Pentagonning Guam mudofaasini raketa tahdidlaridan mustahkamlashga sodiqligidan dalolat beradi. Ular Guamning takomillashtirilgan havo hujumidan mudofaa va raketaga qarshi mudofaa tizimini yaratish bo‘yicha kengroq tashabbusning bir qismidir.AQShga tegishli, ammo uning tarkibiga kirmagan Guam AQShning eng g‘arbiy shtati — Gavayidan ko‘ra Xitoyga yaqinroq joylashgan strategik harbiy istehkom hisoblanadi.Reuters’ning aniqlik kiritishicha, “u mintaqada AQShning potensial dushmanlarini ushlab turishda muhim rol o‘ynaydi”.The Moscow Times nashriga ko‘ra, AQShda sinovlar Rossiya 21-noyabr kuni Dnepr shahriga o‘rta masofali “Oreshnik” ballistik raketasidan zarba berganidan ko‘p o‘tmay o‘tkazilgan. Putin ushbu hujumni Rossiya hududiga G‘arb raketalarining qo‘llanishiga javob deya izohlagan.AQSh Mudofaa vazirligi “Oreshnik”ni 2011-yilda sinovdan o‘tgan RS-26 “Rubej” qit’alararo ballistik raketasining o‘zgartirilgan versiyasi deb hisoblaydi. Buyuk Britaniya Mudofaa vazirligi ham xuddi shunday nuqtayi nazarga ega. Uning ta’kidlashicha, Rossiyada bunday raketalar cheklangan miqdorda mavjud."
Jamiyat,Avstraliyadagi laboratoriyadan 300 dan ortiq xavfli virus namunalari yo‘qoldi,,"Avstraliyadagi laboratoriyadan 300 dan ortiq xavfli virus namunalari yo‘qoldi. Bu haqda Kvinslend hukumatiga tayanib, Fox News xabar berdi.Ma’lum qilinishicha, xavfli infeksiyalar, shu jumladan, Xendra virusi va xantavirus solingan 323 ta flakon yo‘qolgan. Jurnalistlar yuqumli namunalar o‘g‘irlanganmi yoki yo‘q qilinganmi, noma’lumligini aytmoqda.Hukumat Avstraliyaning jamoat salomatligi departamenti Queensland Health’ga “bioxavfsizlik protokollarining katta tarixiy buzilishi” deb ta’riflangan holat bo‘yicha tergov boshlashni topshirgan.Bostondagi Shimoliy-Sharqiy universitetning sun’iy intellekt va hayot fanlari bo‘limi direktori, falsafa doktori Sem Skarpino namunalari yo‘qolgan bir nechta viruslar o‘limga olib kelishini tasdiqladi. Biroq ularning aksariyati odamdan odamga yuqmaydi, shu sababli epidemiya xavfi past.Fox News xabar berishicha, namunalar yo‘qolgan laboratoriya “tibbiy ahamiyatga ega bo‘lgan chivinlar va kanalar tashiydigan viruslar hamda patogenlarni tashxislash, kuzatish va o‘rganish xizmatlarini” taqdim etadi."
Jamiyat,O‘zbekiston milliy avtosport va karting federatsiyasi Xalqaro motosport federatsiyasi aʼzosi bo‘ldi,,"Ispaniyada o‘tgan Xalqaro motosport federatsiyasi(FIM)ning Bosh assambleyasida O‘zbekiston milliy avtosport va karting federatsiyasi FIM aʼzosi bo‘lgani eʼlon qilindi. Assambleyada ishtirok etgan 95 ta milliy federatsiya delegatlarining 98 foizi O‘zbekiston milliy avtosport va karting federatsiyasining FIM aʼzoligiga qabul qilish to‘g‘risidagi taklifni qo‘llab quvvatladi.FIM bosh kotib Aleks Toy motosport turlari bo‘yicha mamlakatimizda o‘tkazib kelinayotgan musobaqalar eʼtiborli ekanligini taʼkidlab, kelajakda xalqaro miqyosdagi musobaqalarni O‘zbekistonda tashkil etish imkoni kengayganini eʼtirof etdi."
Jamiyat,"Dubayda AQSh, Rossiya, Buyuk Britaniya, Fransiya va Xitoy vakillarining yopiq uchrashuvi boʻlib oʻtdi",,"Beshta yadroviy davlat — AQSH, Rossiya, Buyuk Britaniya, Fransiya va Xitoy vakillari Dubayda uchrashdi. Bu haqda Xitoy Tashqi ishlar vazirligi xabar berdi.Uchrashuv 4-dekabr kuni Xitoy raisligida ekspertlar darajasida o‘tkazildi, unda yadro doktrinasi muhokama qilindi. Pekin ma’lumotlariga ko‘ra, munozara “ochiq” bo‘lib o‘tdi.Avgustdan boshlab “yadro beshligiga” raislik Rossiyadan Xitoyga o‘tdi. O‘tgan safar davlatlar 10-oktyabr kuni Nyu-Yorkda uchrashgandi.2023-yilning iyun oyida esa AQSH tomonidan Qohirada yadroviy davlatlarning harbiy va diplomatik ekspertlari darajasida uchrashuv tashkil etilgandi. Unda Rossiya ham ishtirok etgandi.So‘nggi bir yil ichida barcha to‘qqizta yadroviy davlat — beshta rasmiy (Buyuk Britaniya, Xitoy, Rossiya, AQSH, Fransiya) va to‘rtta norasmiy (Isroil, Hindiston, KXDR, Pokiston) — yangi yadroviy qurollarni ishga tushirdi.Dunyodagi umumiy yadro zaxirasi 12 121 ta yadroviy kallakni tashkil etadi, ulardan 9585 tasi 2024-yil yanvar oyida zaxirada saqlangan. 3904 ta jangovar kallakni raketa va samolyotlarga o‘rnatish mumkin bo‘lgan. Bu 2023-yil yanvariga nisbatan 60 taga ko‘p; ulardan 2,1 mingtasi yuqori jangovar shaylik holatida turardi.Rossiya yadroviy doktrinasini yangiladiNoyabr oyida prezident Vladimir Putin yangilangan yadroviy doktrinani tasdiqladi. Bunga AQSH Kiyevga Rossiya ichkarisiga zarba berish uchun ATACMS uzoq masofali raketalaridan foydalanishga ruxsat bergani turtki bo‘ldi."
Jamiyat,Sudyalar korpusida yangi tayinlovlar amalga oshirildi,,"Sudyalar oliy kengashining ochiq tanlov shaklidagi navbatdagi yig‘ilishi bo‘lib o‘tdi.Unda kun tartibidagi barcha masalalar, ayniqsa, vakolat muddati yakuniga yetgan ayrim sudyalarni ushbu lavozimda bo‘lishining navbatdagi muddatiga, shuningdek, muqobillik asosida ayrim sudyalarni vakolati muddati davriga qayta tayinlashga doir masalalar qizg‘in va keskin muhokama qilindi.  Sudyalar oliy kengashi qarori bilan: Jo‘rayev Dilmurod Muxtorovich – sudyalik vakolati muddati davriga Surxondaryo viloyati maʼmuriy sudining sudyasi lavozimiga qayta tayinlandi va va shu munosabat bilan Surxondaryo viloyati Termiz tumanlararo maʼmuriy sudining sudyasi lavozimidan ozod qilindi;  Bekpo‘latov Tohir Salimovich – sudyalik vakolati muddati davrining besh yil muddatiga Surxondaryo viloyati jinoyat ishlari bo‘yicha Jarqo‘rg‘on tumani sudining raisi lavozimiga qayta tayinlandi va shu munosabat bilan Surxondaryo viloyati sudining jinoyat ishlari bo‘yicha sudyasi lavozimidan ozod qilindi;  Qayumov Muhammad Vohidovich – sudyalik vakolati muddati davriga Toshkent viloyati jinoyat ishlari bo‘yicha Olmaliq shahar sudining sudyasi lavozimiga qayta tayinlandi va shu munosabat bilan Toshkent shahri jinoyat ishlari bo‘yicha Mirzo Ulug‘bek tuman sudining sudyasi lavozimidan ozod qilindi.  Bundan tashqari:  Isarov Kahramon Irisaliyevich – sudyalik vakolati muddati davrining besh yil muddatiga Toshkent viloyati jinoyat ishlari bo‘yicha Yangiyo‘l shahar sudining raisi lavozimiga;  Xurramov O‘ktam Xurramovich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Sirdaryo viloyati fuqarolik ishlari bo‘yicha Boyovut tumanlararo sudining sudyasi lavozimiga;  Tojiboyeva Gulbahor Po‘latovna – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Toshkent viloyati fuqarolik ishlari bo‘yicha Quyichirchiq tumanlararo sudining sudyasi lavozimiga;  Mirzaahmedov Shoxruh Xidirboyevich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Jizzax viloyati sudining jinoyat ishlari bo‘yicha sudyasi lavozimiga;  Ismoilov Shuhratjan Saidahmadovich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Sirdaryo viloyati sudining jinoyat ishlari bo‘yicha sudyasi lavozimiga;  Ergashev Avazjon Yigitaliyevich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik, shundan besh yil muddatga Farg‘ona viloyati jinoyat ishlari bo‘yicha Farg‘ona tumani sudining raisi lavozimiga;  Najimov Jamoliddin To‘xtanazarovich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Farg‘ona viloyati jinoyat ishlari bo‘yicha Qo‘qon shahar sudining sudyasi lavozimiga;  Qo‘ldoshev Jahongir Abdug‘aniyevich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik, shundan besh yil muddatga Toshkent viloyati jinoyat ishlari bo‘yicha Quyichirchiq tumani sudining raisi lavozimiga;  Ikromov Anvar Ashurovich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Toshkent shahar sudining jinoyat ishlari bo‘yicha sudyasi lavozimiga;  Tursunova Navbahor Eshmurodovna – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik, shundan besh yil muddatga Samarqand viloyati Jomboy tumanlararo iqtisodiy sudining raisi lavozimiga;  Ummatova Mavludaxon Qodirovna – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Farg‘ona viloyati sudining iqtisodiy ishlar bo‘yicha sudyasi lavozimiga;  Jamoliddinov Husniddin Komoliddinovich – sudyalik lavozimida bo‘lishning navbatdagi o‘n yillik muddatiga Farg‘ona viloyati Farg‘ona tumanlararo iqtisodiy sudining sudyasi lavozimiga tayinlandi."
