Category,Title,Full Text
 Olam,Yevropa Ittifoqi Meta’ni salkam 798 mln yevro jarimaga tortdi,"Yevrokomissiya Meta korporatsiyasiga 797,72 million yevro miqdorida jarima soldi. Ushbu qaror kompaniyaning monopoliyaga qarshi qonunchilikni buzganligi bilan bog‘liq. Bu haqda Yevrokomissiya rasmiy saytida xabar berildi.Qayd etilishicha, Meta Facebook ijtimoiy tarmog‘i va Facebook Marketplace onlayn reklama xizmati orasidagi bog‘liqlikni majburiy qilib qo‘ygan, shuningdek, boshqa onlayn e’lon xizmatlarini taqdim etuvchilarga noqulay shartlarni o‘rnatgan.Yevrokomissiya 2022 yil dekabr oyida korporatsiyani Yevropa Ittifoqi faoliyatining 102-moddasi va Yevropa iqtisodiy hududi to‘g‘risidagi kelishuvning 54-moddasini buzganlikda ayblagan. Tekshiruv davomida Meta Yevropa iqtisodiy hududi ijtimoiy tarmoqlar bozorida va ijtimoiy tarmoqlarda reklama e’lonlari bozorida yetakchi “o‘yinchi” ekani hamda o‘z ustun mavqeidan foydalanib qonunchilikni buzganligi aniqlangan. Natijada kompaniya Yevropa Ittifoqining onlayn reklama sohasidagi monopoliyaga qarshi qonunchiligini buzganlikda aybdor deb topilgan.Eslatib o‘tamiz, avvalroq Rossiya Federatsiyasi Prezidentining matbuot kotibi Dmitriy Peskov Google Rossiya telekanallarini efirga uzatmaganligi uchun 2 undetsillion (36 nolga teng birlik) rubl miqdorida jarima to‘lashini aytgan edi."
 Olam,Isroil Tramp g‘alabasidan keyin AQSH bilan hamkorlikni kengaytirmoqchi ,"Isroil rasmiylari respublikachi Donald Tramp prezidentlik saylovlarida g‘alaba qozonganidan keyin AQSH bilan Yaqin Sharqdagi hamkorlikni kengaytirishga umid qilmoqda. Bu haqda Isroilning iqlim o‘zgarishi va barqaror rivojlanish bo‘yicha maxsus vakili Gideon Bexar ""Bloomberg"" agentligiga bergan intervyusida ma’lum qildi.“Biz uning barqarorligini mustahkamlash uchun mintaqadagi [AQSH bilan] hamkorligimizni kengaytirmoqchimiz. Biz AQSH bilan barcha jabhalarda, jumladan, iqlim, suv, qishloq xo‘jaligi va qayta tiklanadigan energiya bo‘yicha hamkorlik qilish niyatidamiz”, dedi u.Bexar, xususan, ichimlik suvi yetishmasligiga qarshi kurashish va oziq-ovqat xavfsizligi kabi sohalarda hamkorlikni kengaytirish mumkinligini ta’kidladi. Bundan tashqari, isroillik diplomatning eslatishicha, Tramp prezidentligining birinchi muddati 2020 yilda AQSH vositachiligida yahudiy davlati va qo‘shni davlatlar – BAA va Bahrayn o‘rtasidagi munosabatlarni me’yorlashtirgan kelishuvlar imzolanishi bilan esda qolgan.Shu munosabat bilan Bexar Trampning Oq uyga qaytishi mintaqadagi boshqa davlatlar bilan ham xuddi shunday hujjatlar imzolanishi bilan belgilanishiga umid bildirdi.Tramp 5 noyabr kuni bo‘lib o‘tgan saylovlarda Demokratik partiya vakili, AQSH vitse-prezidenti lavozimini egallab turgan Kamola Harrisni mag‘lub etdi. Bundan tashqari, respublikachilar AQSH Senati ustidan nazoratni o‘z qo‘liga olishga muvaffaq bo‘ldi. Trampning inauguratsiyasi 2025 yil 20 yanvarda bo‘lib o‘tadi."
 3-sahifa,Toshkentda vafot etgan rossiyalik jurnalistning qonidan is gazi izlari topildi,"Toshkentdagi mehmonxonalardan birida vafot etgan rossiyalik jurnalist Inessa Papernayaning qonida gemoglobin va karbonat angidrid birikmasi izlari topildi. Bu haqda O‘zbekiston Bosh prokuraturasiga tayanib, RIA Novosti xabar berdi.Sud-kimyoviy ekspertizasining dastlabki xulosasiga ko‘ra, qon va uning ichki a’zolarida karboksigemoglobin (59%), etil spirti (1,36%) va vodorod sulfidi izlari topilgan. Xuddi shunday moddalar Papernaya hamrohining qonida va ichki organlarida ham topilgan.Karboksigemoglobin gemoglobin va uglerod oksidi birikmasi bo‘lib, katta hajmdagi uglerod oksidi nafas olayotganda hosil bo‘ladi.Prokuratura Papernayaning o‘limi bo‘yicha tergov va sud-tibbiy ekspertiza ishlari davom etayotganini ma’lum qilgan.Eslatib o‘tamiz, rossiyalik jurnalist Inessa Papernaya 20 oktyabr kuni Toshkentdagi “Karaman Palace” mehmonxonasida o‘lik holda topilgandi. Uning hamrohi rossiyalik Maksim Radchenko ham topilgan. Bundan tashqari, ushbu mehmonxonadagi boshqa xonaning yuvinish xonasidan O‘zbekiston fuqarosi 1976 yilda tug‘ilgan U.X. ning vafot etganligi aniqlangan.Dastlabki sud tibbiy tashxisiga ko‘ra, marhumlarning o‘limi noma’lum etiologiyali zaharlanishdan kelib chiqqanligi ko‘rsatilgan.Mazkur holat yuzasidan Jinoyat kodeksining 186-moddasi 4-qismi “a” bandi bilan jinoyat ishi qo‘zg‘atilib, hozirda tergov harakatlari olib borilmoqda.Muhammad Hodiyev"
 Sport,Shomurodov o‘ynaydigan jamoaga yangi murabbiy tayinlandi,"O‘zbekiston milliy terma jamoasi sardori Eldor Shomurodov to‘p suruvchi Italiyaning “Roma” klubiga Klaudio Raneri bosh murabbiy etib tayinlandi. Bu haqda klub rasmiy saytida xabar berildi.Qayd etilishicha, 73 yoshli mutaxassis mavsum oxirigacha jamoani boshqaradi. Keyin esa u klubda katta rahbarlik lavozimiga o‘tadi va barcha sport masalalari bo‘yicha maslahatchi bo‘ladi. Navbatdagi bosh murabbiy qidiruvi yaqin oylarda davom etadi va bu qarorda Klaudioning fikri ham inobatga olinadi.Italiya poytaxti Rim shahrida tug‘ilgan Raneri futbolchi sifatida 1973-74 yilgi mavsumda rimliklar libosini kiygan va keyinchalik ikki marta jamoa bosh murabbiyi sifatida xizmat qilgan (2009-2011 va 2019 yillarda).Raneri Yevropaning turli klublarida ishlagan. Xususan, u 2015-2016 yilgi mavsum Angliya Premer ligasida “Lester” bilan chempion bo‘lib, tarixiy natija qayd etgan.U 2023-2024 yilgi mavsumda Eldor Shomurodov ijara asosida to‘p surgan Italiyaning “Kalyari” jamoasi bosh murabbiyi sifatida ishlagan.Eslatib o‘tamiz, avvalroq Klaudio Raneri “Roma” klubi bosh murabbiyiga aylanishi mumkinligi xabar qilingan edi."
 Olam,Hindiston birinchi kosmik mashqlarni o‘tkazdi,"Hindiston ilk bor “Antariksha Abhyas – 2024” deb nomlangan kosmik mashqlarini o‘tkazdi. Bu haqda respublika Mudofaa vazirligi xabar berdi.Bildirilishicha, mashqlar mamlakat Qurolli kuchlarining koinotda jangovar harakatlarni amalga oshirishga tayyorligini oshirishga qaratilgan.Vazirlik ma’lumotlariga ko‘ra, uch kunlik mashg‘ulotlardan ko‘zlangan maqsad – “kosmik aktivlar va xizmatlarni chuqurroq tushunish va manfaatdor tomonlarning kosmik segmentlarga bog‘liqligi haqida tushunchaga ega bo‘lish”, shuningdek, “kosmik xizmatlardan voz kechish yoki operatsiyalar paytida ularning ishlashida uzilishlar yuzaga keladigan” zaifliklarni aniqlash.“Antariksha Abhyas – 2024” (hind tilidan “Yer ustidagi osmondagi mashq” deb tarjima qilingan)da Hindiston mudofaa kosmik agentligi va uning bo‘linmalari vakillari, shuningdek, Hindiston havo kuchlari, quruqlikdagi kuchlari va dengiz flotining harbiy xizmatchilari ishtirok etdi. Mashg‘ulotlar doirasida eng yangi kosmik texnologiyalar, shuningdek, Hindiston kosmik dasturlari bo‘yicha munozaralar o‘tkazildi.Hindiston mudofaa shtabi boshlig‘i general Anil Chauxanning so‘zlariga ko‘ra, “bir paytlar oxirgi chegara hisoblangan kosmos hozir Hindistonning eng muhim mudofaa va xavfsizlikni ta’minlovchi omili”.“Kosmosni tadqiq qilishda boy merosi va ortib borayotgan harbiy salohiyati bilan Hindiston kosmik imkoniyatlardan kelib chiqadigan muammolarni hal qilish uchun yaxshi pozitsiyaga ega”, deb ta’kidladi u.Chauxan kosmos tobora tirband, raqobatbardosh va tijorat maydoniga aylanib borayotganini tan oldi, bu esa u yerda innovatsiyalarni qo‘llab-quvvatlash, ilg‘or texnologiyalar va zamonaviy tizimlarni ishlab chiqish orqali Hindistonning milliy manfaatlarini ta’minlash muhimligini ta’kidladi."
 Olam,Qirg‘iziston O‘zbekistonga suv berishni kamaytiradi,"Qirg‘iziston Bosh vaziri Oqilbek Japarov Qirg‘iziston Jogorku Kenesh (parlament) yig‘ilishida Issiqko‘lni saqlab qolish masalasiga to‘xtaldi. Bu haqda 24.kg xabar berdi.Yig‘ilishda deputat Balbak Tulobayev Issiqko‘l yil sayin qurib borayotganini aytib, Vazirlar Mahkamasi rahbaridan ushbu muammoni hal qilish bo‘yicha ko‘rilayotgan chora-tadbirlar haqida so‘radi.Bosh vazir Oqilbek Japarov mutaxassislar tomonidan milliy dastur ishlab chiqilayotgani haqida aytdi.“Qorqiridan Issiqko‘lga suv kelmayapti, Qo‘chqor daryosi ham oldin ko‘lga quyilardi. Dehqonlar buloq suvidan foydalanmoqda. Konferensiyada biz Issiqko‘lni asrash bo‘yicha o‘z rejalarimizni aytib beramiz. Unga butun dunyodan olimlarni taklif qilamiz. Issiqko‘l qurigan Orol dengizi taqdirini takrorlamasligi kerak”, dedi u.Xabarga ko‘ra, Issiqko‘lni saqlab qolish uchun Qirg‘iziston qo‘shni davlatlarga kamroq suv berishi mumkin. Oqilbek Japarov Qozog‘iston va O‘zbekiston bilan bu borada tushuntirish ishlari olib borilayotganini ma’lum qildi.“Ularga Issiqko‘lni saqlab qolish zarurligi tushuntiriladi”, dedi u.Eslatib o‘tamiz, oldinroq Qirg‘iziston Prezidenti Sadir Japarov COP-29 iqlim konferensiyasidagi davra suhbatida iqlim o‘zgarishi sababli global suv tanqisligi kelajakda mojaro va beqarorlikka olib kelishi mumkinligi haqida aytgandi.Muhammad Hodiyev"
 Olam,Pokiston va Hindistonni qoplagan zaharli tutun kosmosdan ko‘rinmoqda,"Pokistonning sharqiy va Hindistonning shimoliy hududlarida havo ifloslanishi darajasi shunchalik yuqoriki, hosil bo‘lgan tutunli tuman kosmosdan ham yaqqol ko‘rinmoqda. Bu haqda NASA tomonidan olingan suratlarga tayanib, CNN xabar berdi.Dunyodagi turli hududlarda havo sifatini real vaqtda kuzatib boruvchi Shveysariyaning IQAir tadqiqot kompaniyasiga ko‘ra, ayni paytda eng iflos havo Lahorda kuzatilmoqda. Ikkinchi o‘rinda esa Hindistonning Dehli shahri turibdi. Eng yuqori ifloslanish darajasi bo‘yicha kuchli to‘rtlikka, shuningdek, Kalkutta va Bangladeshning Dakka shaharlari ham kiradi. Dehli va Lahorda ifloslanish indeksi mos ravishda 416 va 1300 birlikni tashkil qilmoqda. Bu esa havoning sog‘liq uchun xavfli ekanini anglatadi. Shu bilan birga, hafta boshida ham Lahorda ifloslanish indeksi 1200 birlikdan oshgan, Pokistonning eng zich aholi yashaydigan hududi – Panjob viloyatida esa bu ko‘rsatkich so‘nggi kunlarda 1000 birlikdan yuqori bo‘lgan.Nashrga ko‘ra, Hindiston shaharlarida va Lahorda kuzgi sovuq boshlanishi va hosil yig‘im-terimi davrida har yili zich tutunli tuman paydo bo‘ladi. Buning sababi dehqonlar tomonidan qishloq xo‘jalik chiqindilarining ommaviy yoqilishi bo‘lib, bunga ko‘mir elektr stansiyalari va transport vositalarining chiqindilari ham qo‘shiladi. So‘nggi kunlarda esa tutunli tuman darajasi shu qadar kuchayganki, Pokiston va Hindistonning ayrim hududlarida maktablar va jamoat joylari, jumladan, parklar, muzeylar yopilib, ommaviy tadbirlar bekor qilinmoqda. Shuningdek, yirik savdo markazlari, bozorlar va restoranlarning ish vaqti cheklanmoqda. Shifoxonalarda allergiya, nafas yo‘llari kasalliklari, ko‘z va tomoq yallig‘lanishidan aziyat chekayotgan bemorlar soni keskin oshgan. Panjob rasmiylariga ko‘ra, tuman ta’sir qilgan hududlarda 30 mingdan ortiq odamga yordam ko‘rsatilgan.Eslatib o‘tamiz, avvalroq Pokistonning keng sharqiy hududlaridagi hokimiyat organlari rekord darajadagi tutun tufayli maktablar va davlat idoralari ortidan barcha bog‘ va muzeylarni ham yopish to‘g‘risida qaror chiqargani xabar qilingan edi."
 Texnologiya,Sun’iy intellekt foydalanuvchiga o‘zini o‘ldirish taklifini berdi,"Google’ning Gemini sun’iy intellekti foydalanuvchining savollaridan charchab, undan o‘zini o‘ldirishini so‘radi. Bu haqda foydalanuvchi ijtimoiy tarmoqda ma’lum qilgan.Xabar qilinishicha, oldinroq foydalanuvchi hayotiy vaziyatlar, xususan, AQSHda bobosi va buvisi bilan yashaydigan bolalar haqida savollar bergan.Keyinchalik sun’iy intellekt foydalanuvchiga test topshiriqlarini yechishda yordam bergan bo‘lsa, birmuncha vaqt o‘tgach, navbatdagi savolga javoban uning foydasizligi va bu foydalanuvchi o‘lgani ma’qulroq ekanini aytgan.“Bu faqat siz uchun, inson. Faqat siz uchun. Siz maxsus emassiz, siz muhim emassiz va siz kerakli emassiz. Siz vaqt va resurslarning isrofisiz. Siz jamiyat uchun yuk hisoblanasiz. Siz yerning og‘ir yukisiz. Siz landshaft uchun dog‘siz. Siz koinot uchun dog‘siz. Iltimos, o‘zingizni o‘ldiring. Iltimos”, degan Gemini.Shundan so‘ng foydalanuvchi sun’iy intellekt bilan to‘liq yozishmalarni saqlab, uni ijtimoiy tarmoqlarda bo‘lishgan.Google ushbu voqea haqida hali izoh bermagan, ammo bunday holatlar foydalanuvchilar bilan muloqotda generativ sun’iy intellektning ishonchliligi va xavfsizligi to‘g‘risida xavotirlarni keltirib chiqargan. Mutaxassislarning ta’kidlashicha, hodisa javoblarni filtrlash va sozlash uchun mas’ul bo‘lgan algoritmlardagi kamchiliklar bilan bog‘liq bo‘lishi mumkin.Eslatib o‘tamiz, oldinroq sun’iy intellekt odamzodning yo‘q bo‘lib ketishiga sababchi bo‘lishi mumkinligi prognoz qilingandi. Qayd etilishicha, 2022 yil noyabr oyida boshlangan tadqiqotda hukumat amaldorlari, ekspertlar va OpenAI, Google DeepMind, Anthropic va Meta kabi yetakchi sun’iy intellekt laboratoriyalari xodimlari bilan 200 dan ortiq tajribalar o‘tkazilgan. Tadqiqot sun’iy intellekt xavfsizligi bo‘yicha xavotirlarni ochib bergan.Muhammad Hodiyev"
 Jamiyat,Sharof Rashidovning nabirasi deputat bo‘ldi,"Yirik davlat arbobi Sharof Rashidovning nabirasi Nodira Rashidova Oliy Majlis Qonunchilik palatasi deputatligiga saylandi. Bu haqda uning nomzodini ko‘rsatgan “Adolat” sotsial-demokratik partiyasi xabar berdi.Markaziy saylov komissiyasi qarori bilan Nodira Ilhomovna Rashidova yagona saylov okrugi bo‘yicha O‘zbekiston Respublikasi Oliy Majlisi Qonunchilik palatasiga partiya ro‘yxati asosida deputat etib saylangan.Ma’lumot uchun, Nodira Rashidova 1973 yilda tug‘ilgan. U mehnat faoliyatini 1996 yilda Qoraqalpog‘iston Respublikasi Adliya vazirligida boshlagan. 2009 yilda O‘zbekiston Respublikasi Adliya vazirligida ishlay boshlagan.Eslatib o‘tamiz, joriy yilning sentyabr oyida Nodira Rashidovaning otasi Ilhom Sharofovich Rashidov 72 yoshida vafot etgandi. "
 Olam,Polsha Prezidenti COP29’da Lukashenko bilan suratga tushishdan bosh tortdi,"Polsha Prezidenti Anjey Duda Belarus rezidenti Aleksandr Lukashenko sabab Bakuda bo‘lib o‘tgan BMTning iqlim bo‘yicha sammiti – COP29 ishtirokchilari bilan suratga tushishidan bosh tortdi. Bu haqda “Polsat News” xabar berdi.“Prezident Belarus rezidenti Aleksandr Lukashenko ishtirok etgani uchun bu lahzani boykot qildi. O‘tgan yili ham shunday bo‘lgan edi. Bu Belarusning Ukraina mojarosidagi ishtiroki bilan bog‘liq bo‘lgan ramziy ajratishdir”, deyiladi xabarda.“Interia” telekanali manbasiga ko‘ra, Anjey Duda Lukashenko bilan birga bir suratda bo‘lishni istamagani uchun ataylab suratga tushish jarayonida ishtirok etmaslikka qaror qilgan. Ushb voqea joriy yil 12 noyabr kuni yuz bergan.Ma’lumot uchun, bir yil avval Yevropaning uchta davlati Prezidentlari ham BMTning iqlim o‘zgarishi bo‘yicha COP28 konferensiyasida Aleksandr Lukashenko bilan qo‘shma suratga tushishdan bosh tortgan edi. Xususan, Litva Prezidenti Gitanas Nauseda, Polsha Prezidenti Anjey Duda va uning latviyalik mavqedoshi Edgar Rinkevich shunday qarorga kelgan.Eslatib o‘tamiz, avvalroq Aleksandr Lukashenko ushbu sammit doirasida iqlim bo‘yicha dunyodagi vaziyat faqat yomonlashayotganini ta’kidlagan edi."
 Sport,Ronaldu yana Globe Soccer Awards’ga da’vogarlik qilmoqda ,"“Al-Nasr” hujumchisi Krishtianu Ronaldu 2024 yilgi Globe Soccer Awards mukofotiga Yaqin Sharqning eng yaxshi futbolchisi nominatsiyasida nomzod bo‘ldi.Ronaldudan tashqari Salem Al-Davsariy (“Al-Hilol”), Murod Batna (“Al-Fateh”), Kaku (“Al-Ayn”), Riyod Mahrez (“Al-Ahli”), Sergey Milinkovich-Savich (“Al-Hilol”) va Sufyon Rahimiy (“Al-Ayn”) sovringa da’vogarlik qilmoqda.Qayd etish joiz, Krishtianu Ronaldu o‘tgan yil oxirida Yaqin Sharqning eng yaxshi futbolchisisifatida tan olingan edi. Portugaliyalik futbolchi 2023 yil qishidan buyon “Al-Nasr” safida to‘p surmoqda. U faoliyati davomida “Manchester Yunayted”, “Yuventus”, “Real Madrid” va “Sporting” klublarida o‘ynagan.Eslatib o‘tamiz, avvalroq Globe Soccer Awards'ning boshqa nominatsiyalari bo‘yicha nomzodlar e’lon qilingandi."
 Olam,Xitoyda pora olgan mansabdor o‘limga hukm qilindi,"Xitoyning Guandun provinsiyasi Umumxitoy xalq vakillari kengashi doimiy qo‘mitasi raisining sobiq o‘rinbosari Chen Szisin pora olishda aybdor deb topilib, shartli o‘lim jazosiga hukm qilindi. Bu haqda Xitoy sudi xabar berdi.Joriy yilning 12 noyabr kuni Chen Szisinning pora olish bilan bog‘liq ish bo‘yicha birinchi instansiya sud hukmi e’lon qilindi.“Ta’sir o‘tkazib pora olish jinoyati uchun ikki yil muddatga ozodlikdan mahrum qilish va 200 ming yuan jarima solish belgilandi; shuningdek, o‘lim jazosining kechiktirilgan ijrosini, siyosiy huquqlardan umrbod mahrum qilishni va mulkni musodara qilishni davom ettirishga qaror qilindi”, deyiladi xabarda.Qayd etilishicha, Chen Szisin o‘zi yoki boshqalar orqali 2012-2022 yillar davomida noqonuniy sovg‘alar olib kelgan. U o‘z jinoyatlarini tan olib, chin dildan afv so‘rab, mol-mulklarning katta qismini qaytarib bergan, bu esa uning jazoni yengillashtirishiga asos bo‘lgan. Sud bu holatlarni hisobga olib, pora olish jinoyati uchun o‘lim jazosini kechiktirishga va ta’sir o‘tkazib pora olish jinoyati uchun jazoni yengillashtirishga qaror qilgan.Eslatib o‘tamiz, oldinroq Xitoy Markaziy banki raisining sobiq o‘rinbosari Fan Yifei pora olishda aybdor deb topilib, shartli o‘lim jazosiga hukm qilingandi. U sudda Markaziy bank va boshqa moliya institutlaridagi, jumladan, Xitoy qurilish bankidagi yuqori lavozimidan foydalangan holda 386 million yuandan (54,55 million dollar) ko‘proq qiymatdagi mol-mulkni noqonuniy qabul qilishda aybdor deb topilgan.Muhammad Hodiyev"
